" ","Column","Row","BlackRate","WhiteRate","ModelName"
device9-10.gif,558,558,0.621507,0.378493,"device9"
shoe-3.gif,473,279,0.519812,0.480188,"shoe"
fish-2.gif,234,77,0.433677,0.566323,"fish"
lizzard-4.gif,329,256,0.627612,0.372388,"lizzard"
device4-4.gif,558,558,0.784371,0.215629,"device4"
beetle-3.gif,216,217,0.537208,0.462792,"beetle"
Misk-3.gif,331,403,0.271026,0.728974,"Misk"
sea_snake-1.gif,274,231,0.866559,0.133441,"sea_snake"
cellular_phone-5.gif,419,175,0.541821,0.458179,"cellular_phone"
chopper-04.gif,352,288,0.881274,0.118726,"chopper"
device9-5.gif,558,558,0.628181,0.371819,"device9"
Comma-2.gif,283,445,0.501425,0.498575,"Comma"
hat-9.gif,303,174,0.350992,0.649008,"hat"
fountain-05.gif,360,243,0.82428,0.17572,"fountain"
turtle-8.gif,513,493,0.809433,0.190567,"turtle"
elephant-4.gif,998,981,0.78001,0.21999,"elephant"
shoe-8.gif,418,283,0.568702,0.431298,"shoe"
guitar-4.gif,352,239,0.594891,0.405109,"guitar"
spring-4.gif,309,430,0.797622,0,"spring"
fountain-01.gif,360,243,0.827149,0.172851,"fountain"
bird-1.gif,423,296,0.609019,0,"bird"
classic-6.gif,344,202,0.630641,0.369359,"classic"
horseshoe-4.gif,153,171,0.549364,0.450636,"horseshoe"
fork-5.gif,640,480,0.963903,0,"fork"
device4-7.gif,558,558,0.760592,0.239408,"device4"
car-06.gif,352,288,0.90698,0.09302,"car"
lmfish-6.gif,309,114,0.656248,0.343752,"lmfish"
chicken-1.gif,412,396,0.574507,0.425493,"chicken"
dog-5.gif,255,187,0.640956,0.359044,"dog"
pencil-3.gif,464,192,0.845557,0.154443,"pencil"
flatfish-3.gif,420,230,0.392443,0.607557,"flatfish"
horseshoe-5.gif,114,107,0.72971,0.27029,"horseshoe"
cup-5.gif,358,304,0.703166,0.296834,"cup"
spring-10.gif,582,353,0.88028,0,"spring"
bottle-01.gif,352,288,0.957978,0.0420218,"bottle"
children-7.gif,352,240,0.923142,0.0768584,"children"
HCircle-8.gif,194,331,0.247438,0.752562,"HCircle"
turtle-3.gif,509,498,0.798921,0.201079,"turtle"
sea_snake-5.gif,237,296,0.839192,0.160808,"sea_snake"
HCircle-2.gif,221,331,0.230195,0.769805,"HCircle"
apple-10.gif,256,256,0.572205,0.427795,"apple"
octopus-8.gif,256,256,0.528931,0.471069,"octopus"
carriage-08.gif,352,288,0.909407,0.0905934,"carriage"
Misk-6.gif,331,375,0.296636,0.703364,"Misk"
frog-6.gif,325,341,0.483781,0.516219,"frog"
turtle-2.gif,402,310,0.590997,0.409003,"turtle"
spoon-2.gif,256,256,0.875626,0.124374,"spoon"
face-9.gif,269,337,0.570803,0.429197,"face"
shoe-2.gif,515,278,0.468611,0.531389,"shoe"
chopper-09.gif,352,288,0.874911,0.125089,"chopper"
rat-06.gif,352,288,0.863607,0.136393,"rat"
truck-01.gif,352,288,0.968326,0.0316742,"truck"
sea_snake-4.gif,292,180,0.725019,0.274981,"sea_snake"
bottle-04.gif,352,288,0.942225,0.057775,"bottle"
pocket-4.gif,155,212,0.57538,0.42462,"pocket"
device5-6.gif,558,558,0.771425,0.228575,"device5"
Bone-5.gif,357,439,0.821328,0.178672,"Bone"
lizzard-10.gif,527,308,0.629531,0.370469,"lizzard"
elephant-2.gif,759,644,0.584236,0.415764,"elephant"
butterfly-10.gif,373,304,0.594486,0.405514,"butterfly"
device9-8.gif,558,558,0.594924,0.405076,"device9"
dog-6.gif,526,408,0.805194,0.194806,"dog"
horse-4.gif,426,401,0.833573,0.166427,"horse"
Misk-8.gif,331,403,0.259609,0.740391,"Misk"
frog-1.gif,285,274,0.464989,0.535011,"frog"
butterfly-3.gif,496,502,0.593875,0.406125,"butterfly"
fish-8.gif,284,127,0.533659,0.466341,"fish"
fish-3.gif,271,101,0.412992,0.587008,"fish"
flatfish-4.gif,420,188,0.421796,0.578204,"flatfish"
jar-10.gif,512,512,0.615864,0.384136,"jar"
apple-8.gif,256,256,0.52597,0.47403,"apple"
device6-3.gif,558,558,0.735515,0.264485,"device6"
teddy-10.gif,360,243,0.682888,0.317112,"teddy"
frog-2.gif,220,182,0.43012,0.56988,"frog"
turtle-9.gif,321,305,0.721189,0.278811,"turtle"
Comma-1.gif,283,445,0.439107,0.560893,"Comma"
ray-5.gif,376,385,0.804532,0.195468,"ray"
HCircle-9.gif,185,331,0.268343,0.731657,"HCircle"
truck-09.gif,352,288,0.96587,0.0341304,"truck"
horse-6.gif,653,531,0.657271,0.342729,"horse"
Glas-5.gif,324,361,0.552563,0.447437,"Glas"
octopus-6.gif,256,256,0.696518,0.303482,"octopus"
device4-8.gif,558,558,0.771881,0.228119,"device4"
device9-4.gif,558,558,0.614769,0.385231,"device9"
Comma-6.gif,283,445,0.52886,0.47114,"Comma"
bell-8.gif,160,210,0.449643,0.550357,"bell"
chopper-08.gif,352,288,0.876953,0.123047,"chopper"
brick-09.gif,352,288,0.823883,0.176117,"brick"
jar-9.gif,512,512,0.615864,0.384136,"jar"
hammer-1.gif,720,371,0.812219,0,"hammer"
apple-4.gif,256,256,0.745148,0.254852,"apple"
elephant-6.gif,720,531,0.478863,0.521137,"elephant"
carriage-09.gif,352,288,0.917732,0.082268,"carriage"
pencil-10.gif,485,217,0.888793,0.111207,"pencil"
frog-4.gif,198,175,0.500115,0.499885,"frog"
ray-9.gif,437,464,0.566988,0.433012,"ray"
apple-9.gif,256,256,0.562943,0.437057,"apple"
horse-3.gif,390,196,0.628074,0.371926,"horse"
spring-8.gif,561,333,0.867108,0,"spring"
cattle-1.gif,495,476,0.735536,0.264464,"cattle"
personal_car-4.gif,400,209,0.734569,0.265431,"personal_car"
watch-8.gif,470,219,0.800904,0.199096,"watch"
Heart-6.gif,464,384,0.346854,0.653146,"Heart"
beetle-10.gif,412,418,0.893773,0.106227,"beetle"
brick-01.gif,352,288,0.881461,0.118539,"brick"
Glas-4.gif,324,361,0.553504,0.446496,"Glas"
bat-9.gif,413,384,0.811453,0.188547,"bat"
device0-8.gif,512,512,0.72081,0.27919,"device0"
Heart-7.gif,464,384,0.343329,0.656671,"Heart"
ray-6.gif,443,465,0.516139,0.483861,"ray"
fork-3.gif,640,480,0.953844,0,"fork"
Heart-2.gif,464,343,0.301291,0.698709,"Heart"
device1-9.gif,512,512,0.679852,0.320148,"device1"
classic-3.gif,376,145,0.346185,0.653815,"classic"
tree-3.gif,256,256,0.768127,0.231873,"tree"
Misk-4.gif,331,355,0.265401,0.734599,"Misk"
turtle-1.gif,306,296,0.720202,0.279798,"turtle"
fork-10.gif,640,480,0.952474,0,"fork"
guitar-8.gif,387,217,0.6866,0.3134,"guitar"
octopus-3.gif,256,256,0.629272,0.370728,"octopus"
shoe-9.gif,404,255,0.567764,0.432236,"shoe"
horse-9.gif,332,248,0.619474,0.380526,"horse"
frog-10.gif,285,274,0.481598,0.518402,"frog"
classic-9.gif,943,347,0.518555,0.481445,"classic"
spoon-6.gif,256,256,0.839233,0.160767,"spoon"
cattle-5.gif,655,636,0.741982,0.258018,"cattle"
face-1.gif,269,337,0.577333,0.422667,"face"
lmfish-10.gif,323,168,0.663515,0.336485,"lmfish"
apple-6.gif,256,256,0.490662,0.509338,"apple"
device3-4.gif,558,558,0.615228,0.384772,"device3"
hat-2.gif,155,74,0.382214,0.617786,"hat"
device8-9.gif,558,558,0.867547,0.132453,"device8"
hammer-9.gif,256,256,0.897247,0.102753,"hammer"
flatfish-7.gif,420,215,0.427984,0.572016,"flatfish"
hammer-10.gif,256,256,0.897247,0.102753,"hammer"
jar-6.gif,512,512,0.819752,0.180248,"jar"
fly-3.gif,184,265,0.642473,0.357527,"fly"
shoe-5.gif,473,280,0.511152,0.488848,"shoe"
Glas-1.gif,324,361,0.5145,0.4855,"Glas"
lizzard-9.gif,318,248,0.657689,0,"lizzard"
car-08.gif,352,288,0.892312,0.107688,"car"
guitar-9.gif,299,200,0.620619,0.379381,"guitar"
Heart-3.gif,464,384,0.330353,0.669647,"Heart"
device7-6.gif,512,512,0.56012,0.43988,"device7"
device1-8.gif,512,512,0.584785,0.415215,"device1"
stef-07.gif,352,240,0.973651,0.0263494,"stef"
hammer-7.gif,256,256,0.881134,0.118866,"hammer"
shoe-7.gif,472,271,0.680476,0.319524,"shoe"
brick-08.gif,352,288,0.892766,0.107234,"brick"
personal_car-3.gif,549,237,0.500319,0.499681,"personal_car"
chicken-3.gif,377,372,0.739861,0.260139,"chicken"
device1-4.gif,512,512,0.52372,0.47628,"device1"
pencil-1.gif,490,177,0.838499,0.161501,"pencil"
cup-1.gif,425,383,0.588407,0.411593,"cup"
device1-5.gif,512,512,0.669231,0.330769,"device1"
brick-06.gif,352,288,0.851385,0.148615,"brick"
Heart-9.gif,423,380,0.366853,0.633147,"Heart"
cup-3.gif,343,296,0.618795,0.381205,"cup"
device7-1.gif,512,512,0.697182,0.302818,"device7"
flatfish-8.gif,420,230,0.444762,0.555238,"flatfish"
classic-8.gif,943,347,0.518555,0.481445,"classic"
classic-4.gif,744,333,0.291848,0.708152,"classic"
Heart-5.gif,464,318,0.295252,0.704748,"Heart"
jar-1.gif,512,512,0.734974,0.265026,"jar"
device0-1.gif,512,512,0.698273,0.301727,"device0"
Comma-3.gif,283,445,0.497058,0.502942,"Comma"
ray-1.gif,337,413,0.484693,0.515307,"ray"
device3-10.gif,558,558,0.564985,0.435015,"device3"
device2-10.gif,512,512,0.695229,0.304771,"device2"
elephant-8.gif,623,455,0.374417,0.625583,"elephant"
device6-1.gif,558,558,0.706347,0.293653,"device6"
Comma-5.gif,283,445,0.487617,0.512383,"Comma"
bird-8.gif,420,422,0.810556,0.189444,"bird"
device2-5.gif,558,558,0.7595,0.2405,"device2"
HCircle-5.gif,194,331,0.218675,0.781325,"HCircle"
device7-5.gif,512,512,0.55957,0.44043,"device7"
butterfly-4.gif,704,705,0.796256,0.203744,"butterfly"
device5-7.gif,558,558,0.850076,0.149924,"device5"
rat-03.gif,352,288,0.866606,0.133394,"rat"
cellular_phone-8.gif,415,165,0.524001,0.475999,"cellular_phone"
octopus-4.gif,256,256,0.632675,0.367325,"octopus"
cattle-3.gif,802,765,0.749647,0.250353,"cattle"
pocket-5.gif,270,375,0.663101,0.336899,"pocket"
car-01.gif,352,288,0.904021,0.0959793,"car"
personal_car-6.gif,400,221,0.593247,0.406753,"personal_car"
fish-9.gif,331,107,0.418161,0.581839,"fish"
beetle-4.gif,258,442,0.523536,0.476464,"beetle"
beetle-7.gif,197,249,0.661142,0.338858,"beetle"
Misk-5.gif,322,403,0.359131,0.640869,"Misk"
device2-8.gif,512,512,0.548054,0.451946,"device2"
device1-7.gif,512,512,0.617043,0.382957,"device1"
personal_car-1.gif,488,231,0.660413,0.339587,"personal_car"
sea_snake-9.gif,137,317,0.699533,0.300467,"sea_snake"
Comma-10.gif,269,419,0.391018,0.608982,"Comma"
device7-9.gif,512,512,0.614838,0.385162,"device7"
device7-3.gif,512,512,0.613903,0.386097,"device7"
spoon-3.gif,256,256,0.875626,0.124374,"spoon"
device5-1.gif,558,558,0.834724,0.165276,"device5"
deer-4.gif,984,986,0.836542,0.163458,"deer"
HCircle-1.gif,194,331,0.216806,0.783194,"HCircle"
device0-4.gif,512,512,0.685833,0.314167,"device0"
carriage-04.gif,352,288,0.910649,0.0893505,"carriage"
Glas-7.gif,324,361,0.519844,0.480156,"Glas"
Comma-8.gif,283,445,0.481129,0.518871,"Comma"
Bone-2.gif,357,439,0.799806,0.200194,"Bone"
horseshoe-8.gif,62,61,0.561872,0.438128,"horseshoe"
crown-10.gif,172,89,0.48086,0.51914,"crown"
bird-4.gif,715,739,0.832111,0.167889,"bird"
cup-7.gif,357,357,0.591405,0.408595,"cup"
stef-06.gif,352,240,0.971922,0.0280777,"stef"
fountain-04.gif,360,243,0.827241,0.172759,"fountain"
Heart-10.gif,447,384,0.395158,0.604842,"Heart"
tree-9.gif,425,394,0.714518,0.285482,"tree"
HCircle-4.gif,185,332,0.21143,0.78857,"HCircle"
face-10.gif,269,337,0.56992,0.43008,"face"
fly-5.gif,266,274,0.58685,0.41315,"fly"
device2-6.gif,558,558,0.760024,0.239976,"device2"
device4-3.gif,558,558,0.726998,0.273002,"device4"
elephant-1.gif,683,686,0.534642,0,"elephant"
camel-6.gif,390,339,0.749898,0.250102,"camel"
key-9.gif,420,224,0.750574,0.249426,"key"
spoon-4.gif,256,256,0.839233,0.160767,"spoon"
chicken-6.gif,135,123,0.67287,0.32713,"chicken"
chicken-10.gif,139,139,0.613115,0.386885,"chicken"
horseshoe-9.gif,88,97,0.452437,0.547563,"horseshoe"
hammer-4.gif,256,256,0.881134,0.118866,"hammer"
flatfish-9.gif,420,255,0.439785,0.560215,"flatfish"
device0-5.gif,512,512,0.540981,0.459019,"device0"
hammer-3.gif,256,256,0.919769,0.0802307,"hammer"
bird-6.gif,585,583,0.786677,0.213323,"bird"
deer-3.gif,703,693,0.678016,0.321984,"deer"
device3-8.gif,558,558,0.644647,0.355353,"device3"
children-4.gif,352,240,0.923343,0.0766572,"children"
personal_car-8.gif,400,223,0.632971,0.367029,"personal_car"
watch-9.gif,480,199,0.821587,0.178413,"watch"
spring-6.gif,640,480,0.899033,0,"spring"
Misk-1.gif,331,403,0.292069,0.707931,"Misk"
children-8.gif,352,240,0.922609,0.0773911,"children"
flatfish-2.gif,420,188,0.45076,0.54924,"flatfish"
cup-6.gif,369,348,0.747072,0.252928,"cup"
beetle-9.gif,412,418,0.889093,0.110907,"beetle"
lizzard-6.gif,514,376,0.751081,0,"lizzard"
pocket-7.gif,106,149,0.503672,0.496328,"pocket"
device0-10.gif,512,512,0.805939,0.194061,"device0"
bottle-05.gif,352,288,0.958994,0.0410058,"bottle"
chicken-9.gif,107,98,0.567805,0.432195,"chicken"
classic-2.gif,376,145,0.346185,0.653815,"classic"
HCircle-3.gif,166,331,0.198813,0.801187,"HCircle"
crown-6.gif,181,113,0.521733,0.478267,"crown"
bottle-06.gif,352,288,0.944267,0.0557331,"bottle"
HCircle-7.gif,194,331,0.25021,0.74979,"HCircle"
Bone-4.gif,357,439,0.819191,0.180809,"Bone"
horseshoe-2.gif,171,166,0.657683,0.342317,"horseshoe"
truck-10.gif,352,288,0.962634,0.0373658,"truck"
spoon-7.gif,256,256,0.839233,0.160767,"spoon"
shoe-10.gif,480,263,0.584823,0.415177,"shoe"
personal_car-7.gif,400,209,0.603876,0.396124,"personal_car"
bell-7.gif,112,149,0.432407,0.567593,"bell"
horse-5.gif,286,261,0.584532,0.415468,"horse"
fish-10.gif,209,59,0.463547,0.536453,"fish"
horseshoe-6.gif,114,106,0.430156,0.569844,"horseshoe"
sea_snake-7.gif,203,248,0.824984,0.175016,"sea_snake"
device7-4.gif,512,512,0.61314,0.38686,"device7"
fountain-02.gif,360,243,0.813729,0.186271,"fountain"
crown-7.gif,95,53,0.547964,0.452036,"crown"
Misk-2.gif,317,403,0.33134,0.66866,"Misk"
face-7.gif,269,337,0.565089,0.434911,"face"
device4-1.gif,558,558,0.727146,0.272854,"device4"
rat-02.gif,352,288,0.865126,0.134874,"rat"
rat-10.gif,352,288,0.867898,0.132102,"rat"
teddy-02.gif,360,243,0.681607,0.318393,"teddy"
camel-1.gif,391,355,0.682022,0.317978,"camel"
lmfish-4.gif,304,111,0.670934,0.329066,"lmfish"
tree-6.gif,208,512,0.810087,0.189913,"tree"
fork-8.gif,640,480,0.954023,0,"fork"
frog-8.gif,198,175,0.521558,0.478442,"frog"
fork-7.gif,640,480,0.935622,0,"fork"
crown-1.gif,633,521,0.512534,0,"crown"
fish-7.gif,329,115,0.457777,0.542223,"fish"
