" ","HuMoments1","HuMoments2","HuMoments3","HuMoments4","HuMoments5","HuMoments6","HuMoments7","BlackRate","WhiteRate","className"
turtle-8.gif,0.230296,0.0226413,0.000291954,0.000113439,1.75906e-08,1.29625e-05,1.17084e-08,0.809433,0.190567,"turtle"
frog-6.gif,0.199826,0.00662145,0.00159262,0.00015192,7.16104e-08,1.21864e-05,-5.84634e-08,0.483781,0.516219,"frog"
Comma-10.gif,0.216014,0.0182537,3.79827e-05,1.22624e-05,6.05564e-11,2.97067e-07,1.79024e-10,0.391018,0.608982,"Comma"
device8-9.gif,0.470725,0.0361286,0.101588,0.00029124,-1.26778e-06,-5.1849e-05,-9.87149e-07,0.867547,0.132453,"device8"
device7-5.gif,0.184723,5.83969e-09,2.44247e-09,2.69281e-09,5.49732e-18,1.85109e-13,4.01739e-18,0.55957,0.44043,"device7"
carriage-05.gif,0.408861,0.110142,0.0028762,0.00321866,9.78403e-06,0.00106773,3.88074e-06,0.90695,0.0930496,"carriage"
beetle-1.gif,0.369637,0.0362407,0.00829223,0.00302348,-1.50322e-05,0.000574134,-1.36292e-05,0.849993,0.150007,"beetle"
chicken-2.gif,0.215706,0.00494038,0.0030756,5.58112e-05,-2.12027e-08,-2.55331e-06,1.88234e-08,0.475954,0.524046,"chicken"
pencil-4.gif,0.7049,0.466217,0.0356147,0.030167,0.000988792,0.0205763,-0.000253123,0.876911,0.123089,"pencil"
octopus-8.gif,0.195493,0.000572946,0.000100155,8.30746e-05,7.54754e-09,-1.84372e-06,-2.91262e-09,0.528931,0.471069,"octopus"
device4-4.gif,0.19344,8.94681e-05,0.00430905,1.65002e-05,-1.66258e-09,-1.11286e-07,4.24291e-09,0.784371,0.215629,"device4"
spring-2.gif,81.4763,4250.6,8314.24,311.985,-275798,-20281.7,-242537,0.830059,0,"spring"
device6-8.gif,0.195241,7.03421e-05,1.11273e-06,3.61305e-06,4.90771e-12,2.28337e-08,-2.74798e-12,0.844793,0.155207,"device6"
Comma-5.gif,0.231329,0.0239114,0.00020018,5.8709e-05,5.26133e-09,2.03044e-06,5.60612e-09,0.487617,0.512383,"Comma"
hammer-2.gif,0.95403,0.770195,0.330138,0.207092,0.0541299,0.180618,-0.00406537,0.919769,0.0802307,"hammer"
elephant-8.gif,0.203195,0.00347813,0.000266248,0.000117377,-1.58111e-08,-1.95233e-06,-2.02967e-08,0.374417,0.625583,"elephant"
apple-10.gif,0.163802,2.69139e-05,8.42774e-05,7.31556e-06,1.79048e-10,3.79258e-08,1.50119e-10,0.572205,0.427795,"apple"
Comma-8.gif,0.233332,0.0157792,0.00117511,0.000704354,4.59376e-07,7.71701e-05,-6.3856e-07,0.481129,0.518871,"Comma"
chicken-5.gif,0.229021,0.00212154,0.00545591,6.20207e-05,-9.75611e-10,1.88749e-06,6.41243e-10,0.789985,0.210015,"chicken"
chopper-04.gif,0.191796,0.00493258,0.000601097,7.17619e-05,1.33946e-08,4.66551e-06,1.75451e-09,0.881274,0.118726,"chopper"
bell-3.gif,0.186715,0.0045758,0.00147833,2.92039e-05,6.06518e-09,1.97244e-06,1.18122e-09,0.443512,0.556488,"bell"
horseshoe-8.gif,0.348147,0.00161063,0.00259559,0.00149204,-2.91747e-06,-5.98757e-05,1.718e-08,0.561872,0.438128,"horseshoe"
personal_car-9.gif,0.240723,0.0301051,0.000674626,0.000109679,1.86028e-08,7.26762e-06,6.55337e-09,0.570198,0.429802,"personal_car"
fly-9.gif,0.27422,0.000893969,0.00921446,2.75535e-05,3.26575e-09,3.69168e-08,-2.11094e-09,0.708104,0.291896,"fly"
carriage-10.gif,0.390427,0.0995726,0.0062074,0.0039976,1.97891e-05,0.00123756,1.64286e-05,0.910561,0.0894393,"carriage"
personal_car-8.gif,0.225419,0.0234043,0.000478189,6.16827e-05,4.7394e-09,1.86661e-06,5.97573e-09,0.632971,0.367029,"personal_car"
key-8.gif,0.343438,0.0748782,0.0186346,0.00943804,0.000125085,0.00257396,-6.88165e-05,0.754387,0.245613,"key"
butterfly-8.gif,0.267736,0.0245264,0.00545726,0.000385899,-4.63578e-07,-5.49228e-05,7.80049e-08,0.775989,0.224011,"butterfly"
device5-7.gif,0.251358,4.44092e-05,2.51269e-05,1.54218e-05,1.24446e-10,5.15901e-08,-2.98248e-10,0.850076,0.149924,"device5"
HCircle-1.gif,0.188876,0.00757105,0.000967995,4.91921e-05,-1.06323e-08,-4.25602e-06,-4.44589e-10,0.216806,0.783194,"HCircle"
device3-3.gif,0.163641,1.15932e-05,2.01786e-06,1.3419e-08,-1.69477e-15,1.1783e-11,1.48368e-15,0.524865,0.475135,"device3"
camel-5.gif,0.274062,0.0287199,0.00510981,0.00107634,2.30054e-06,0.00015565,2.47969e-06,0.740507,0.259493,"camel"
key-9.gif,0.390027,0.107774,0.0270631,0.015666,0.000322484,0.00513815,-1.42165e-05,0.750574,0.249426,"key"
sea_snake-4.gif,0.471643,0.0966542,0.0159841,0.00204918,-2.34862e-06,0.000157649,-5.11829e-06,0.725019,0.274981,"sea_snake"
cattle-7.gif,0.286316,0.0321635,0.00091252,1.32013e-05,6.01444e-11,-2.32914e-06,1.31848e-09,0.766554,0.233446,"cattle"
bat-8.gif,0.327686,0.049091,0.0147279,0.00168462,1.65136e-06,-7.2348e-05,3.12809e-06,0.549397,0.450603,"bat"
brick-10.gif,0.312217,0.0671585,8.36831e-05,8.31678e-06,-1.9445e-10,-2.05561e-06,-3.9003e-11,0.899858,0.100142,"brick"
horse-1.gif,0.324858,0.0372714,0.00517642,0.000295083,2.13581e-07,5.69671e-05,-2.29985e-07,0.658104,0.341896,"horse"
fly-8.gif,0.27422,0.000893969,0.00921446,2.75535e-05,3.26575e-09,3.69168e-08,2.11094e-09,0.708104,0.291896,"fly"
pencil-5.gif,0.577363,0.30484,0.00674167,0.00524978,3.12304e-05,0.00289452,-6.46172e-06,0.880255,0.119745,"pencil"
face-10.gif,0.187528,0.00914485,0.00019391,2.40244e-05,1.63882e-09,2.29587e-06,4.21348e-10,0.56992,0.43008,"face"
apple-4.gif,0.168127,0.000424582,0.000137299,1.60572e-05,7.41708e-10,5.35425e-08,6.85503e-10,0.745148,0.254852,"apple"
fly-5.gif,0.231933,0.00303778,0.00401718,6.33009e-07,-2.57586e-11,2.53095e-08,2.1991e-11,0.58685,0.41315,"fly"
rat-06.gif,0.284062,0.0245905,0.00097284,0.000623327,3.30538e-07,9.68511e-05,-3.46797e-07,0.863607,0.136393,"rat"
flatfish-8.gif,0.201802,0.0110779,0.000492936,0.000244319,8.4596e-08,2.57036e-05,2.08343e-08,0.444762,0.555238,"flatfish"
beetle-7.gif,0.248711,0.00403387,7.86912e-05,0.000454153,-4.48995e-08,2.86397e-05,-6.08718e-08,0.661142,0.338858,"beetle"
device9-8.gif,0.159334,1.57436e-05,2.99401e-07,2.98155e-10,1.55025e-18,4.12356e-13,-2.7351e-18,0.594924,0.405076,"device9"
stef-02.gif,0.482147,0.102629,0.0342715,0.00289156,2.87418e-05,0.000377016,2.85706e-05,0.961316,0.0386837,"stef"
tree-4.gif,0.238021,0.0126717,0.00158428,5.63823e-06,5.31653e-10,6.31536e-07,-2.48569e-11,0.789169,0.210831,"tree"
device8-5.gif,0.283003,0.000735273,0.0214374,0.000159464,1.04203e-07,4.26487e-06,-2.89166e-07,0.758954,0.241046,"device8"
fly-7.gif,0.302416,0.000925198,0.0182875,4.91134e-05,3.51532e-08,-8.32203e-07,-4.41524e-08,0.716149,0.283851,"fly"
device8-1.gif,0.235828,5.46838e-05,0.0114072,6.36263e-05,4.33388e-08,1.32883e-07,-2.90899e-08,0.71533,0.28467,"device8"
device4-1.gif,0.176436,7.19817e-06,0.00203489,1.99676e-07,1.74771e-13,-3.64423e-10,4.01539e-12,0.727146,0.272854,"device4"
hammer-3.gif,0.95403,0.770195,0.330138,0.207092,0.0541299,0.180618,0.00406537,0.919769,0.0802307,"hammer"
tree-3.gif,0.21187,0.0129719,0.00124947,0.000138993,5.78019e-08,1.52344e-05,-3.44544e-10,0.768127,0.231873,"tree"
Heart-5.gif,0.202517,0.0102226,0.000582427,6.41733e-05,-8.45491e-09,-4.59892e-06,-9.89145e-09,0.295252,0.704748,"Heart"
ray-3.gif,0.197681,0.000992903,0.000990403,0.000515255,3.67889e-07,1.62128e-05,3.34207e-07,0.598365,0.401635,"ray"
brick-06.gif,0.272489,0.0445618,8.12914e-06,6.69737e-07,5.09601e-14,5.54122e-08,-1.56263e-12,0.851385,0.148615,"brick"
device6-9.gif,0.190383,6.37281e-05,2.0219e-06,4.00241e-07,9.05664e-16,1.0314e-10,-8.27463e-14,0.821441,0.178559,"device6"
fish-9.gif,0.340917,0.0880888,0.000197304,3.72826e-05,1.88008e-09,8.07366e-07,1.72066e-09,0.418161,0.581839,"fish"
truck-04.gif,0.216199,0.0152399,0.00115277,6.85804e-05,3.82718e-09,-1.03075e-07,8.55353e-09,0.967586,0.032414,"truck"
device1-3.gif,0.167563,5.42731e-07,2.5618e-07,1.25467e-09,2.09509e-17,9.11884e-13,5.37783e-18,0.548714,0.451286,"device1"
cup-3.gif,0.173256,0.000407812,0.000388617,1.20984e-05,5.96224e-10,-2.39543e-07,-6.69004e-10,0.618795,0.381205,"cup"
HCircle-8.gif,0.192006,0.00730081,0.00145528,7.54594e-05,-7.68794e-09,-3.56755e-06,-2.39627e-08,0.247438,0.752562,"HCircle"
frog-1.gif,0.193966,0.00408999,0.00197843,0.000134695,6.95223e-08,7.15106e-06,6.91239e-08,0.464989,0.535011,"frog"
bat-7.gif,0.427715,0.0790926,0.0611616,0.00940585,0.000109618,-1.32342e-05,0.000223995,0.872613,0.127387,"bat"
butterfly-7.gif,0.267715,0.0245371,0.00544979,0.00038543,-4.62903e-07,-5.49037e-05,-5.18585e-07,0.530445,0.469555,"butterfly"
device8-6.gif,0.271618,0.00083423,0.017118,0.000285238,3.31774e-07,7.9799e-06,-6.30218e-07,0.746673,0.253327,"device8"
stef-06.gif,0.441604,0.0852926,0.0241004,0.00712025,8.60956e-05,0.00165991,3.88141e-05,0.971922,0.0280777,"stef"
guitar-5.gif,0.416274,0.123163,0.0588463,0.0414511,0.00204699,0.0145306,-0.000705568,0.681591,0.318409,"guitar"
fork-9.gif,82.6532,4160.69,336764,84862.2,1.43018e+10,5.47336e+06,-1.43031e+10,0.949844,0,"fork"
spring-8.gif,137.052,15236.1,12899.8,25769.6,4.54556e+08,2.77558e+06,2.2093e+08,0.867108,0,"spring"
car-03.gif,0.259404,0.0363949,0.00167438,0.000276432,1.54546e-07,3.06168e-05,-4.40268e-08,0.918945,0.0810547,"car"
jar-4.gif,0.183381,0.00757675,0.000111603,6.89237e-06,1.90091e-10,5.96249e-07,-4.07565e-11,0.819752,0.180248,"jar"
device1-9.gif,0.171678,3.61115e-07,1.31457e-06,3.84999e-09,4.10176e-17,-2.20354e-12,1.87477e-16,0.679852,0.320148,"device1"
Bone-8.gif,0.932766,0.735637,0.0620974,0.0322735,0.00138897,0.0216966,0.00114544,0.811885,0.188115,"Bone"
personal_car-7.gif,0.2474,0.0338967,0.000535637,6.79195e-05,4.45075e-09,3.79921e-07,1.1456e-08,0.603876,0.396124,"personal_car"
carriage-03.gif,0.377553,0.0927681,0.00112004,0.00109887,1.21838e-06,0.00031304,1.21716e-06,0.905727,0.0942728,"carriage"
Comma-4.gif,0.220441,0.0175091,0.00112096,0.000238057,6.93329e-08,4.86884e-06,1.17343e-07,0.4033,0.5967,"Comma"
device0-9.gif,0.201539,1.05136e-09,2.87939e-10,1.94523e-10,4.6037e-20,6.30735e-15,-3.69546e-34,0.777847,0.222153,"device0"
flatfish-9.gif,0.194578,0.00766506,0.000782713,0.000250356,1.10813e-07,2.19157e-05,-4.08615e-08,0.439785,0.560215,"flatfish"
classic-5.gif,0.267232,0.0406052,0.00146231,0.000358021,2.17933e-07,5.20132e-05,1.4998e-07,0.291848,0.708152,"classic"
chicken-8.gif,0.237355,0.010116,0.00624119,0.000368971,9.18975e-08,1.36974e-05,1.86674e-07,0.567805,0.432195,"chicken"
octopus-9.gif,0.187999,0.00218933,9.59485e-05,2.36558e-05,1.09965e-09,-1.05059e-06,-4.68057e-10,0.570496,0.429504,"octopus"
frog-9.gif,0.207088,0.00595398,0.000376662,8.64981e-05,6.24165e-09,6.01133e-06,1.52342e-08,0.521558,0.478442,"frog"
elephant-9.gif,0.205297,0.002181,1.48919e-06,0.000181367,1.66989e-09,-5.33973e-06,1.78398e-09,0.444708,0.555292,"elephant"
Misk-6.gif,0.177541,0.000906829,9.31769e-05,1.41225e-05,-6.44443e-11,4.22457e-07,-5.10084e-10,0.296636,0.703364,"Misk"
teddy-01.gif,0.18308,0.00131621,0.00115653,4.99347e-06,3.08146e-10,1.31081e-07,-2.56561e-10,0.682179,0.317821,"teddy"
shoe-1.gif,0.251948,0.0354394,0.000895857,0.000250061,1.17052e-07,4.58328e-05,-1.05946e-07,0.609132,0.390868,"shoe"
jar-8.gif,0.164337,0.000293575,5.4071e-05,3.28302e-06,3.32507e-11,5.61514e-08,-2.91127e-11,0.615864,0.384136,"jar"
Glas-2.gif,0.312876,0.0215261,0.010577,0.00282324,1.5331e-05,0.000409536,7.88434e-08,0.488877,0.511123,"Glas"
car-07.gif,0.245929,0.0308953,0.000911095,0.000131211,3.24051e-08,1.05907e-05,-1.33355e-08,0.89824,0.10176,"car"
car-10.gif,0.234019,0.0256939,0.000748523,0.000102827,2.41133e-08,9.97463e-06,-8.31787e-09,0.893446,0.106554,"car"
face-1.gif,0.187288,0.00908737,0.000179019,2.21152e-05,1.37298e-09,2.03175e-06,8.81881e-10,0.577333,0.422667,"face"
Misk-3.gif,0.174876,0.00266035,2.51074e-05,2.30007e-07,2.90147e-13,3.85261e-09,-5.3269e-13,0.271026,0.728974,"Misk"
device3-1.gif,0.163649,8.98125e-06,9.23519e-09,4.87962e-10,1.01789e-18,-1.21569e-13,1.0319e-18,0.525539,0.474461,"device3"
teddy-04.gif,0.184663,0.00140724,0.00121452,6.76869e-06,5.79706e-10,2.24859e-07,-3.29763e-10,0.677926,0.322074,"teddy"
watch-2.gif,0.693297,0.450961,0.00114056,0.000991185,1.05369e-06,0.00066538,1.91169e-07,0.779149,0.220851,"watch"
pocket-4.gif,0.319841,0.00757123,0.00293625,0.000400389,4.12019e-07,3.37124e-05,-2.10645e-07,0.57538,0.42462,"pocket"
device5-10.gif,0.24917,9.96391e-05,5.98266e-05,6.4194e-06,6.56433e-11,-5.67276e-08,7.65789e-11,0.700881,0.299119,"device5"
Comma-7.gif,0.21883,0.0172641,0.000464824,0.000211936,6.24156e-08,1.83927e-05,2.83359e-08,0.492429,0.507571,"Comma"
sea_snake-6.gif,0.666319,0.0623859,0.00482679,0.000662413,-8.3143e-07,-8.50299e-05,4.96833e-08,0.827502,0.172498,"sea_snake"
horse-9.gif,0.339183,0.0395779,0.00281961,0.00014562,-3.47382e-08,2.45324e-05,7.74955e-08,0.619474,0.380526,"horse"
HCircle-10.gif,0.193798,0.00923752,0.000923239,4.68224e-05,-8.80458e-09,-4.06326e-06,7.36046e-09,0.240524,0.759476,"HCircle"
pencil-1.gif,0.52183,0.245638,0.00145732,0.00115088,1.49041e-06,0.000569312,-3.86574e-07,0.838499,0.161501,"pencil"
hat-5.gif,0.188356,0.000899397,0.0014798,7.36463e-05,-2.40024e-08,-2.17433e-06,-6.57979e-09,0.525417,0.474583,"hat"
face-6.gif,0.181676,0.00686525,0.000186806,1.73103e-05,9.55317e-10,1.35549e-06,6.5654e-10,0.567008,0.432992,"face"
camel-6.gif,0.221475,0.00626967,0.000752041,7.14698e-05,1.53905e-09,-4.00125e-06,5.18715e-09,0.749898,0.250102,"camel"
shoe-3.gif,0.244642,0.0299205,0.00182547,0.000467476,4.31562e-07,8.08373e-05,-4.09411e-07,0.519812,0.480188,"shoe"
tree-1.gif,0.211337,0.00894999,5.17302e-05,0.000136163,-5.205e-10,1.27335e-05,-1.05998e-08,0.820007,0.179993,"tree"
apple-5.gif,0.167731,5.52458e-05,0.000282985,1.90605e-05,1.3869e-09,1.44541e-08,1.31441e-09,0.471008,0.528992,"apple"
octopus-5.gif,0.209396,0.00382622,0.00132643,1.5089e-05,-1.12556e-09,7.73339e-07,1.94369e-09,0.65451,0.34549,"octopus"
fly-3.gif,0.29603,0.0224178,0.00693962,0.000201932,2.35884e-07,2.30848e-05,-2.23209e-07,0.642473,0.357527,"fly"
bell-4.gif,0.193682,0.00560276,0.00202661,5.7565e-05,1.96054e-08,4.30567e-06,4.49891e-09,0.409852,0.590148,"bell"
fork-1.gif,64.5326,3193.94,59287.7,19661.6,6.71016e+08,1.11116e+06,-2.62552e+08,0.792551,0,"fork"
fish-8.gif,0.299813,0.0570329,0.00253213,0.00135304,2.50404e-06,0.000314306,-2.12805e-06,0.533659,0.466341,"fish"
device4-7.gif,0.237997,0.000425021,0.0101433,5.52279e-06,1.03073e-09,-3.36486e-08,-1.03792e-09,0.760592,0.239408,"device4"
fly-10.gif,0.222746,0.00387814,0.00372349,2.67634e-06,1.24986e-10,1.63804e-07,-8.94059e-11,0.625328,0.374672,"fly"
bottle-08.gif,0.319532,0.0729857,0.00440407,0.00231776,7.40424e-06,0.000625154,3.77884e-06,0.93242,0.0675801,"bottle"
ray-2.gif,0.187762,0.00179767,0.00087425,0.000273155,1.27211e-07,1.15113e-05,2.44696e-09,0.744181,0.255819,"ray"
bell-7.gif,0.198151,0.00810384,0.00206059,0.000118303,5.767e-08,1.05227e-05,-7.92143e-09,0.432407,0.567593,"bell"
fish-7.gif,0.377377,0.110352,0.00185143,0.000739719,8.39551e-07,0.000179961,7.66634e-07,0.457777,0.542223,"fish"
Bone-4.gif,0.961453,0.835541,0.0177364,0.0135957,0.000211063,0.012384,7.77722e-05,0.819191,0.180809,"Bone"
deer-5.gif,0.361296,0.0353366,0.00462886,0.000217453,2.02942e-07,3.67866e-05,1.50006e-07,0.684898,0.315102,"deer"
device3-2.gif,0.166671,8.94554e-06,1.98856e-06,3.21394e-08,-8.05314e-15,1.19173e-11,-6.8693e-15,0.547061,0.452939,"device3"
chopper-02.gif,0.194338,0.00496163,0.000902077,4.76171e-05,9.58469e-09,2.50731e-06,6.09018e-09,0.871291,0.128709,"chopper"
spoon-1.gif,0.896774,0.749353,0.16823,0.154961,0.0250169,0.131676,-0.0200696,0.875626,0.124374,"spoon"
children-7.gif,0.324465,0.0772497,0.000412282,0.000266654,8.83655e-08,7.34165e-05,6.47991e-08,0.923142,0.0768584,"children"
HCircle-6.gif,0.198456,0.00675239,0.00284862,0.000242795,1.56186e-07,9.15474e-06,-9.64771e-08,0.338228,0.661772,"HCircle"
fountain-04.gif,0.213606,0.00551226,0.00285194,4.06225e-05,9.90132e-09,-2.58943e-06,-9.97381e-09,0.827241,0.172759,"fountain"
cattle-5.gif,0.232684,0.0170783,0.000546616,5.0238e-05,5.16349e-09,6.55002e-06,4.31623e-09,0.741982,0.258018,"cattle"
teddy-08.gif,0.181338,0.00103607,0.000972788,3.05715e-06,5.92122e-11,7.86575e-08,1.49002e-10,0.677481,0.322519,"teddy"
cellular_phone-4.gif,0.275623,0.0472189,0.000237084,6.72775e-05,7.36764e-09,6.282e-06,2.5373e-10,0.53654,0.46346,"cellular_phone"
beetle-10.gif,0.323609,0.0360989,0.00168298,0.000919991,-1.12e-06,0.000174558,-9.52585e-07,0.893773,0.106227,"beetle"
device2-7.gif,0.170228,5.78174e-09,8.42388e-09,5.56596e-11,-2.95034e-20,-3.2012e-15,3.30924e-20,0.548866,0.451134,"device2"
lmfish-4.gif,0.500282,0.220584,0.000461962,0.000141108,3.20487e-08,3.58624e-05,3.43275e-08,0.670934,0.329066,"lmfish"
fountain-02.gif,0.210401,0.00460365,0.00298934,2.41111e-05,6.31079e-09,-1.59575e-06,-1.24072e-09,0.813729,0.186271,"fountain"
carriage-09.gif,0.428535,0.123527,0.00571652,0.00481901,2.52742e-05,0.00169114,1.40764e-05,0.917732,0.082268,"carriage"
frog-5.gif,0.213913,0.007859,0.00024041,3.49156e-05,-1.0354e-09,2.66606e-06,3.18902e-09,0.500115,0.499885,"frog"
crown-5.gif,0.214085,0.0135001,0.000482057,5.97047e-05,-9.50194e-09,-6.67586e-06,3.30901e-09,0.562242,0.437758,"crown"
elephant-6.gif,0.196358,0.00311944,0.000199236,0.000122588,-3.9958e-09,9.1154e-08,-1.91583e-08,0.478863,0.521137,"elephant"
spring-1.gif,51.9586,1741.37,3628.42,411.719,76490.7,3229.93,-103139,0.750476,0,"spring"
